1629331652.000000,211214002.000000,-0.018599,-0.590729,0.000000,0.000000,0.000000,0.007129,0.999975,0.000000,0.000000,0.000000,0.000000,0.000000,0.000020,
1629331652.000000,244214002.000000,-0.018599,-0.590729,0.000000,0.000000,0.000000,0.007131,0.999975,0.000000,0.000000,0.000000,0.000000,0.000000,0.000075,
1629331652.000000,277214002.000000,-0.018599,-0.590729,0.000000,0.000000,0.000000,0.007127,0.999975,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000222,
1629331652.000000,310214002.000000,-0.018599,-0.590729,0.000000,0.000000,0.000000,0.007129,0.999975,0.000000,0.000000,0.000000,0.000000,0.000000,0.000123,
1629331652.000000,343214002.000000,-0.018599,-0.590729,0.000000,0.000000,0.000000,0.007129,0.999975,0.000000,0.000000,0.000000,0.000000,0.000000,0.000017,
1629331652.000000,376214002.000000,-0.018599,-0.590729,0.000000,0.000000,0.000000,0.007130,0.999975,0.000000,0.000000,0.000000,0.000000,0.000000,0.000019,
1629331662.000000,670989093.000000,-0.018599,-0.590729,0.000000,0.000000,0.000000,0.007131,0.999975,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000013,
1629331662.000000,703989093.000000,-0.018599,-0.590729,0.000000,0.000000,0.000000,0.007128,0.999975,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000132,
1629331662.000000,737989093.000000,-0.018599,-0.590729,0.000000,0.000000,0.000000,0.007127,0.999975,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000064,
1629331662.000000,770989093.000000,-0.018599,-0.590729,0.000000,0.000000,0.000000,0.007127,0.999975,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000038,
1629331662.000000,803989093.000000,-0.018599,-0.590729,0.000000,0.000000,0.000000,0.007132,0.999975,0.000000,0.000000,0.000000,0.000000,0.000000,0.000342,
1629331662.000000,836989093.000000,-0.018599,-0.590729,0.000000,0.000000,0.000000,0.007128,0.999975,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000262,
1629331662.000000,869989093.000000,-0.018599,-0.590729,0.000000,0.000000,0.000000,0.007131,0.999975,0.000000,0.000000,0.000000,0.000000,0.000000,0.000176,
1629331662.000000,902989093.000000,-0.018599,-0.590729,0.000000,0.000000,0.000000,0.007132,0.999975,0.000000,0.000000,0.000000,0.000000,0.000000,0.000051,
1629331662.000000,935989093.000000,-0.018599,-0.590729,0.000000,0.000000,0.000000,0.007134,0.999975,0.000000,0.000000,0.000000,0.000000,0.000000,0.000122,
