1624837402.859321,0.000000,0.092191,0.502689,0.207334,
1624837402.863493,0.000000,0.092192,0.502678,0.207357,
1624837402.867663,0.000000,0.092195,0.502679,0.207352,
1624837402.871826,0.000000,0.092179,0.502691,0.207360,
1624837402.875992,0.000000,0.092193,0.502689,0.207347,
1624837402.880164,0.000000,0.092197,0.502677,0.207357,
1624837413.626011,0.000000,0.092194,0.502647,0.207381,
1624837413.630180,0.000000,0.092203,0.502681,0.207353,
1624837413.634359,0.000000,0.092194,0.502651,0.207370,
1624837413.638524,0.000000,0.092190,0.502651,0.207363,
1624837413.642679,0.000000,0.092190,0.502672,0.207363,
1624837413.646851,0.000000,0.092171,0.502650,0.207336,
1624837413.651020,0.000000,0.092192,0.502671,0.207381,
1624837413.655177,0.000000,0.092182,0.502662,0.207365,
1624837413.659346,0.000000,0.092196,0.502686,0.207355,
1624837413.663560,0.000000,0.092197,0.502648,0.207375,
1624837413.730186,0.000000,0.094373,0.502354,0.207121,
1624837413.734340,0.000000,0.094872,0.502334,0.207067,
1624837413.738513,0.000000,0.095386,0.502321,0.207004,
1624837413.742764,0.000000,0.095950,0.502258,0.206999,
1624837413.746852,0.000000,0.096532,0.502194,0.207002,
1624837413.751003,0.000000,0.097104,0.502153,0.206982,
1624837413.755189,0.000000,0.097653,0.502092,0.206977,
1624837413.759347,0.000000,0.098203,0.502032,0.206948,
1624837413.763515,0.000000,0.098758,0.501929,0.207015,
1624837413.767681,0.000000,0.099272,0.501852,0.207102,
1624837413.830188,0.000000,0.107165,0.500162,0.207205,
1624837413.834346,0.000000,0.107789,0.500107,0.207114,
1624837413.838513,0.000000,0.108400,0.500073,0.207011,
1624837413.842681,0.000000,0.109024,0.499995,0.206957,
1624837413.846847,0.000000,0.109637,0.499928,0.206877,
1624837413.851017,0.000000,0.110249,0.499830,0.206840,
1624837413.855185,0.000000,0.110833,0.499724,0.206830,
1624837413.859355,0.000000,0.111407,0.499597,0.206849,
1624837413.863518,0.000000,0.111953,0.499457,0.206910,
1624837413.867680,0.000000,0.112484,0.499343,0.206950,
1624837413.930186,0.000000,0.120574,0.497254,0.207280,
